Nr;Word;Target_nonword;Syllables;Condition;Length_list;Word1;Word_2;Word3;Word4;Word5;Word6;Position_target;Noise_level;Position_foil;
1855;broek;groek_1.wav;1;Target+Foil;4 words;groedmiel.wav;groek_2.wav;voorwoer.wav;ses.wav;;;2;min8db;1;
1856;oog;ood_1.wav;1;Target+Foil;4 words;ooptaag.wav;ood_2.wav;vernee.wav;krel.wav;;;2;min8db;1;
1857;brood;bried_1.wav;1;Target+Foil;4 words;snes.wav;briepkimp.wav;bried_2.wav;jutleen.wav;;;3;min8db;2;
1858;zon;erm_1.wav;1;Target+Foil;4 words;kangoer.wav;elgpaun.wav;erm_2.wav;mip.wav;;;3;min8db;2;
1859;neus;kels_1.wav;1;Target+Foil;4 words;uitvong.wav;kerplem.wav;kels_2.wav;pans.wav;;;3;min8db;2;
1860;raam;bap_1.wav;1;Target+Foil;4 words;woors.wav;bandars.wav;bap_2.wav;olvin.wav;;;3;min8db;2;
1861;trein;paaks_1.wav;1;Target+Foil;4 words;ner.wav;paandvelm.wav;paaks_2.wav;pernijn.wav;;;3;min8db;2;
1862;hoed;koed_1.wav;1;Target+Foil;4 words;koegpaat.wav;momp.wav;koed_2.wav;noger.wav;;;3;min8db;1;
1863;blik;drik_1.wav;1;Target+Foil;4 words;dritmeek.wav;stetjel.wav;drik_2.wav;tar_1.wav;;;3;min8db;1;
1864;arm;von_1.wav;1;Target+Foil;4 words;vormerp.wav;moen.wav;von_2.wav;merbog.wav;;;3;min8db;1;
1865;kerk;nerg_1.wav;1;Target+Foil;4 words;nelktoes.wav;smoek.wav;nerg_2.wav;larnies.wav;;;3;min8db;1;
1866;bal;laam_1.wav;1;Target+Foil;4 words;laakbuim.wav;staks.wav;laam_2.wav;scheennoon.wav;;;3;min8db;1;
1867;paard;slein_1.wav;1;Target+Foil;4 words;sleitsog.wav;toebong.wav;slein_2.wav;luif.wav;;;3;min8db;1;
1868;bank;benk_1.wav;1;Target+Foil;4 words;belfnast.wav;akkum.wav;benk_2.wav;vag.wav;;;3;min8db;1;
1869;boot;book_1.wav;1;Target+Foil;4 words;boopdijs.wav;olburcht.wav;book_2.wav;gip.wav;;;3;min8db;1;
1870;zak;zik_1.wav;1;Target+Foil;4 words;zifknil.wav;rar.wav;zik_2.wav;olmeer.wav;;;3;min8db;1;
1871;vuur;fjon_1.wav;1;Target+Foil;5 words;fjodschelg.wav;fjon_2.wav;wisdaag.wav;tuik.wav;poks.wav;;2;min8db;1;
1872;kip;kep_1.wav;1;Target+Foil;5 words;vui.wav;kekmieg.wav;kep_2.wav;peek.wav;tukliek.wav;;3;min8db;2;
1873;hoef;hogt_1.wav;1;Target+Foil;5 words;ontpad.wav;holmdrins.wav;hogt_2.wav;toor.wav;roog.wav;;3;min8db;2;
1874;stuur;hies_1.wav;1;Target+Foil;5 words;vaatlal.wav;nos.wav;hiemrief.wav;hies_2.wav;fots.wav;;4;min8db;3;
1875;boek;zan_1.wav;1;Target+Foil;5 words;dauk.wav;andoer.wav;zallalk.wav;zan_2.wav;slon.wav;;4;min8db;3;
1876;doos;duis_1.wav;1;Target+Foil;5 words;duigjooi.wav;fruik.wav;duis_2.wav;eels.wav;apder.wav;;3;min8db;1;
1877;hond;ked_1.wav;1;Target+Foil;5 words;kergeuk.wav;vierlan.wav;ked_2.wav;dif.wav;volp.wav;;3;min8db;1;
1878;hart;teur_1.wav;1;Target+Foil;5 words;teumsnaf.wav;dorts.wav;teur_2.wav;geegheid.wav;hyk.wav;;3;min8db;1;
1879;hand;kem_1.wav;1;Target+Foil;5 words;guil.wav;kedlim.wav;sorbuin.wav;kem_2.wav;vep.wav;;4;min8db;2;
1880;bed;zarp_1.wav;1;Target+Foil;5 words;vleek.wav;zanskolm.wav;kelf.wav;zarp_2.wav;bolpes.wav;;4;min8db;2;
1881;deur;koef_1.wav;1;Target+Foil;5 words;raandog.wav;koepteik.wav;nocht.wav;koef_2.wav;womp.wav;;4;min8db;2;
1882;tent;teng_1.wav;1;Target+Foil;5 words;texbuif.wav;moop.wav;faan.wav;teng_2.wav;zajukt.wav;;4;min8db;1;
1883;huis;chlon_1.wav;1;Target+Foil;5 words;chlokhien.wav;doon.wav;keeg.wav;chlon_2.wav;vijnwel.wav;;4;min8db;1;
1884;man;bauk_1.wav;1;Target+Foil;5 words;bauswor.wav;aaks.wav;paldur.wav;bauk_2.wav;schreerp.wav;;4;min8db;1;
1885;kom;hats_1.wav;1;Target+Foil;5 words;halgherm.wav;badsies.wav;goos.wav;hats_2.wav;traap.wav;;4;min8db;1;
1886;zalf;haps_1.wav;1;Target+Foil;5 words;harfbijg.wav;gruif.wav;naaglot.wav;haps_2.wav;juit.wav;;4;min8db;1;
1887;trouw;trops_1.wav;1;Target+Foil;5 words;trolkdoef.wav;weepbuis.wav;kogs.wav;trops_2.wav;waaf.wav;;4;min8db;1;
1888;maan;maap_1.wav;1;Target+Foil;6 words;maafnoep.wav;maap_2.wav;rargen.wav;kons.wav;wop.wav;reveer.wav;2;min8db;1;
1889;velg;duil_1.wav;1;Target+Foil;6 words;gangkeer.wav;duiskalp.wav;duil_2.wav;opvek.wav;jeel.wav;snaag.wav;3;min8db;2;
1890;streep;wuik_1.wav;1;Target+Foil;6 words;lendaar.wav;grem.wav;wuigkroer.wav;wuik_2.wav;koereek.wav;kork.wav;4;min8db;3;
1891;paars;breeg_1.wav;1;Target+Foil;6 words;hoortbijn.wav;zel.wav;grubond.wav;breelmeeg.wav;breeg_2.wav;scherg.wav;5;min8db;4;
1892;gans;gret_1.wav;1;Target+Foil;6 words;gremdoep.wav;snuim.wav;gret_2.wav;wuil.wav;warnis.wav;winkheek.wav;3;min8db;1;
1893;kuil;baust_1.wav;1;Target+Foil;6 words;baaf.wav;baundleu.wav;foestvag.wav;baust_2.wav;tan.wav;rornas.wav;4;min8db;2;
1894;bad;bam_1.wav;1;Target+Foil;6 words;wirums.wav;mefdel.wav;bafruip.wav;lir.wav;bam_2.wav;lank.wav;5;min8db;3;
1895;klas;roen_1.wav;1;Target+Foil;6 words;zeut.wav;glank.wav;roegtaus.wav;lentar.wav;roen_2.wav;rielak.wav;5;min8db;3;
1896;grot;vlaad_1.wav;1;Target+Foil;6 words;vlaasrig.wav;kalvoon.wav;voornil.wav;vlaad_2.wav;bruip.wav;bax.wav;4;min8db;1;
1897;buik;veus_1.wav;1;Target+Foil;6 words;veuphalk.wav;ollusk.wav;gaam.wav;veus_2.wav;ijn.wav;zeiming.wav;4;min8db;1;
1898;beest;klag_1.wav;1;Target+Foil;6 words;aalpeis.wav;klanwuist.wav;sjoek.wav;snerm.wav;klag_2.wav;arrui.wav;5;min8db;2;
1899;vloed;pras_1.wav;1;Target+Foil;6 words;kroen.wav;prambeup.wav;sidraal.wav;beuting.wav;pras_2.wav;relp.wav;5;min8db;2;
1900;ster;krer_1.wav;1;Target+Foil;6 words;kremgof.wav;pef.wav;monksel.wav;muig.wav;krer_2.wav;deper.wav;5;min8db;1;
1901;steeg;strijp_1.wav;1;Target+Foil;6 words;strijmrin.wav;doog.wav;handreer.wav;zordoer.wav;strijp_2.wav;sleer.wav;5;min8db;1;
1902;zoen;poers_1.wav;1;Target+Foil;6 words;poentflins.wav;uitmed.wav;baag.wav;vir.wav;poers_2.wav;ierwofs.wav;5;min8db;1;
1903;klad;gars_1.wav;1;Target+Foil;6 words;galtvits.wav;raan.wav;seipoon.wav;baaps.wav;gars_2.wav;aanmed.wav;5;min8db;1;
1904;jaar;jaaf_1.wav;1;Target+Foil;6 words;jaadmers.wav;lijngaals.wav;kral.wav;vammoer.wav;jaaf_2.wav;spool.wav;5;min8db;1;
1905;loep;luip.wav;1;NoTarget;3 words;kleis.wav;heerting.wav;zwins.wav;;;;0;min8db;0;
1906;doof;moof.wav;1;NoTarget;3 words;zolp.wav;heeg.wav;jasween.wav;;;;0;min8db;0;
1907;nier;rier.wav;1;NoTarget;3 words;zuif.wav;voormool.wav;slig.wav;;;;0;min8db;0;
1908;schuim;schijm.wav;1;NoTarget;3 words;amnaar.wav;woe.wav;trar.wav;;;;0;min8db;0;
1909;stift;stins.wav;1;NoTarget;3 words;prok.wav;din.wav;rieding.wav;;;;0;min8db;0;
1910;tong;tonk.wav;1;NoTarget;3 words;zandog.wav;dijg.wav;vets.wav;;;;0;min8db;0;
1911;roer;doer.wav;1;NoTarget;3 words;staas.wav;uitbag.wav;maars.wav;;;;0;min8db;0;
1912;week;woek.wav;1;NoTarget;3 words;vool.wav;jal.wav;tuzi.wav;;;;0;min8db;0;
1913;zorg;zolg.wav;1;NoTarget;3 words;naap.wav;mig.wav;piroet.wav;;;;0;min8db;0;
1914;veer;veep.wav;1;NoTarget;3 words;zaam.wav;tikaat.wav;kijs.wav;;;;0;min8db;0;
1915;smaak;smijk.wav;1;NoTarget;3 words;veg.wav;wieel.wav;loor.wav;;;;0;min8db;0;
1916;rots;rets.wav;1;NoTarget;3 words;gipjet.wav;wiem.wav;nauk.wav;;;;0;min8db;0;
1917;mouw;molp.wav;1;NoTarget;3 words;cibuur.wav;rool.wav;tieg.wav;;;;0;min8db;0;
1918;lijm;kijm.wav;1;NoTarget;3 words;pidel.wav;raun.wav;rox.wav;;;;0;min8db;0;
1919;moord;moops.wav;1;NoTarget;4 words;fluik.wav;ontseet.wav;hook.wav;gebeeg.wav;;;0;min8db;0;
1920;baas;baap.wav;1;NoTarget;4 words;rer.wav;bem.wav;foersmaal.wav;dadroek.wav;;;0;min8db;0;
1921;poot;peit.wav;1;NoTarget;4 words;nal.wav;guiping.wav;buip.wav;herbing.wav;;;0;min8db;0;
1922;blaar;slaar.wav;1;NoTarget;4 words;naags.wav;onliel.wav;zaklaak.wav;raf.wav;;;0;min8db;0;
1923;doek;deek.wav;1;NoTarget;4 words;eerkuid.wav;jor.wav;vas.wav;wijtoeg.wav;;;0;min8db;0;
1924;wand;wamp.wav;1;NoTarget;4 words;aanmil.wav;wons.wav;toezol.wav;fap.wav;;;0;min8db;0;
1925;pop;lop.wav;1;NoTarget;4 words;voorserm.wav;muiland.wav;fraal.wav;kijn.wav;;;0;min8db;0;
1926;grijs;drijs.wav;1;NoTarget;4 words;sal.wav;veis.wav;wireun.wav;pente.wav;;;0;min8db;0;
1927;slank;slamp.wav;1;NoTarget;4 words;luin.wav;adbie.wav;lides.wav;nif.wav;;;0;min8db;0;
1928;taal;laal.wav;1;NoTarget;4 words;glibuck.wav;rijl.wav;zas.wav;kotken.wav;;;0;min8db;0;
1929;roem;loem.wav;1;NoTarget;4 words;salder.wav;voes.wav;guitel.wav;swi.wav;;;0;min8db;0;
1930;bier;biem.wav;1;NoTarget;4 words;straap.wav;gijmel.wav;nil.wav;velmen.wav;;;0;min8db;0;
1931;zoon;zoot.wav;1;NoTarget;4 words;loedes.wav;broep.wav;muip.wav;perlein.wav;;;0;min8db;0;
1932;riem;diem.wav;1;NoTarget;4 words;girter.wav;medder.wav;biek.wav;joom.wav;;;0;min8db;0;
1933;vocht;gocht.wav;1;NoTarget;5 words;inbong.wav;gop.wav;dorm.wav;wiffer.wav;blem.wav;;0;min8db;0;
1934;wet;wot.wav;1;NoTarget;5 words;bijs.wav;stror.wav;spen.wav;taapman.wav;piktoor.wav;;0;min8db;0;
1935;troon;groon.wav;1;NoTarget;5 words;woos.wav;aanbees.wav;stiem.wav;roon.wav;gardeen.wav;;0;min8db;0;
1936;roos;ries.wav;1;NoTarget;5 words;kreen.wav;omrong.wav;aannok.wav;toots.wav;klil.wav;;0;min8db;0;
1937;broer;troer.wav;1;NoTarget;5 words;voortegt.wav;brof.wav;blook.wav;spaag.wav;afbuip.wav;;0;min8db;0;
1938;blaas;draas.wav;1;NoTarget;5 words;aanbag.wav;smap.wav;tetjel.wav;gog.wav;pag.wav;;0;min8db;0;
1939;vet;vek.wav;1;NoTarget;5 words;vank.wav;linier.wav;varn.wav;lorte.wav;gruid.wav;;0;min8db;0;
1940;rol;rof.wav;1;NoTarget;5 words;bir.wav;schroer.wav;mipper.wav;kluzel.wav;steit.wav;;0;min8db;0;
1941;mol;mil.wav;1;NoTarget;5 words;deg.wav;spuwel.wav;prier.wav;drok.wav;ledder.wav;;0;min8db;0;
1942;been;bien.wav;1;NoTarget;5 words;drepier.wav;pals.wav;hader.wav;bruif.wav;smoop.wav;;0;min8db;0;
1943;gat;gar.wav;1;NoTarget;5 words;lomel.wav;strieg.wav;snaan.wav;sloog.wav;rirte.wav;;0;min8db;0;
1944;haas;haap.wav;1;NoTarget;5 words;kloor.wav;meffie.wav;brelp.wav;mepel.wav;grak.wav;;0;min8db;0;
1945;kaal;kaaf.wav;1;NoTarget;5 words;fieker.wav;migder.wav;schaan.wav;krelg.wav;strep.wav;;0;min8db;0;
1946;lok;lox.wav;1;NoTarget;5 words;troof.wav;striek.wav;vlaf.wav;schroener.wav;poven.wav;;0;min8db;0;
1947;krans;krons.wav;1;NoTarget;6 words;milfoon.wav;wiks.wav;braal.wav;palfzer.wav;kijder.wav;grui.wav;0;min8db;0;
1948;cel;woen.wav;1;NoTarget;6 words;kaans.wav;noet.wav;woger.wav;spaper.wav;zook.wav;tanel.wav;0;min8db;0;
1949;bloed;zwoed.wav;1;NoTarget;6 words;liem.wav;watse.wav;kieg.wav;firp.wav;bioel.wav;gebog.wav;0;min8db;0;
1950;hoek;hauk.wav;1;NoTarget;6 words;dipon.wav;krets.wav;rahel.wav;noek.wav;ronoen.wav;druid.wav;0;min8db;0;
1951;boer;goer.wav;1;NoTarget;6 words;uik.wav;tolas.wav;gepij.wav;lanhaap.wav;vres.wav;grank.wav;0;min8db;0;
1952;grens;spens.wav;1;NoTarget;6 words;oening.wav;zilms.wav;lits.wav;kietsoor.wav;huipoord.wav;zimp.wav;0;min8db;0;
1953;knop;smop.wav;1;NoTarget;6 words;loenak.wav;wandstrap.wav;ples.wav;liel.wav;jeen.wav;vergpuis.wav;0;min8db;0;
1954;geel;geek.wav;1;NoTarget;6 words;styk.wav;deiver.wav;spok.wav;lieken.wav;drelg.wav;zesel.wav;0;min8db;0;
1955;peen;peef.wav;1;NoTarget;6 words;hesk.wav;kraap.wav;rades.wav;garker.wav;redel.wav;stor.wav;0;min8db;0;
1956;sik;jik.wav;1;NoTarget;6 words;ots.wav;ploots.wav;fiek.wav;keder.wav;laben.wav;faper.wav;0;min8db;0;
1957;sop;sor.wav;1;NoTarget;6 words;raber.wav;hieg.wav;brots.wav;wref.wav;ledoer.wav;meusel.wav;0;min8db;0;
1958;vak;vaf.wav;1;NoTarget;6 words;zapel.wav;gesplik.wav;vrops.wav;tar_2.wav;vorn.wav;linsel.wav;0;min8db;0;
1959;was;wes.wav;1;NoTarget;6 words;colfres.wav;zalper.wav;blojerp.wav;smat.wav;rax.wav;spoeg.wav;0;min8db;0;
1960;wol;pra.wav;1;NoTarget;6 words;reuwel.wav;wog.wav;consmilp.wav;leskert.wav;mels.wav;dwaat.wav;0;min8db;0;
1961;vloer;smoer_1.wav;1;Target-only;3 words;deebral.wav;smoer_2.wav;wijp.wav;;;;2;min10db;0;
1962;pauw;paud_1.wav;1;Target-only;3 words;rolscheegt.wav;paud_2.wav;staap.wav;;;;2;min10db;0;
1963;krik;grik_1.wav;1;Target-only;3 words;spank.wav;grik_2.wav;pintein.wav;;;;2;min10db;0;
1964;schelp;schess_1.wav;1;Target-only;3 words;rim.wav;schess_2.wav;werelglal.wav;;;;2;min10db;0;
1965;slee;gree_1.wav;1;Target-only;3 words;brachter.wav;gree_2.wav;straak.wav;;;;2;min10db;0;
1966;mand;maks_1.wav;1;Target-only;3 words;palfhoom.wav;maks_2.wav;jeer.wav;;;;2;min10db;0;
1967;tang;mang_1.wav;1;Target-only;3 words;lartmat.wav;mang_2.wav;bleeuw.wav;;;;2;min10db;0;
1968;vaas;zaas_1.wav;1;Target-only;3 words;pinjat.wav;zaas_2.wav;dieg.wav;;;;2;min10db;0;
1969;zweep;speep_1.wav;1;Target-only;3 words;hocket.wav;speep_2.wav;wooi.wav;;;;2;min10db;0;
1970;vork;zork_1.wav;1;Target-only;3 words;mewer.wav;zork_2.wav;stroor.wav;;;;2;min10db;0;
1971;kam;kag_1.wav;1;Target-only;3 words;algel.wav;kag_2.wav;knoot.wav;;;;2;min10db;0;
1972;sjaal;vraal_1.wav;1;Target-only;3 words;pruif.wav;vraal_2.wav;gesoe.wav;;;;2;min10db;0;
1973;wolk;woch_1.wav;1;Target-only;3 words;graap.wav;woch_2.wav;aardwoe.wav;;;;2;min10db;0;
1974;kreeft;kreens_1.wav;1;Target-only;3 words;huim.wav;kreens_2.wav;schismel.wav;;;;2;min10db;0;
1975;kaars;kiers_1.wav;1;Target-only;3 words;hog.wav;kiers_2.wav;waga.wav;;;;2;min10db;0;
1976;hert;hets_1.wav;1;Target-only;3 words;sperf.wav;hets_2.wav;nijmwaard.wav;;;;2;min10db;0;
1977;schaar;schoer_1.wav;1;Target-only;3 words;brin.wav;schoer_2.wav;kneeuwlan.wav;;;;2;min10db;0;
1978;kraan;blaan_1.wav;1;Target-only;3 words;stolf.wav;blaan_2.wav;caimug.wav;;;;2;min10db;0;
1979;kers;hers_1.wav;1;Target-only;4 words;geider.wav;hers_2.wav;atgraus.wav;hamp.wav;;;2;min10db;0;
1980;kurk;skee_1.wav;1;Target-only;4 words;pif.wav;skee_2.wav;wadees.wav;landhoeg.wav;;;2;min10db;0;
1981;vlot;vrot_1.wav;1;Target-only;4 words;spomwel.wav;vrot_2.wav;akakos.wav;borts.wav;;;2;min10db;0;
1982;pruik;proek_1.wav;1;Target-only;4 words;doljeen.wav;proek_2.wav;klek.wav;spomset.wav;;;2;min10db;0;
1983;schaap;schuip_1.wav;1;Target-only;4 words;wamoel.wav;schuip_2.wav;balstel.wav;res.wav;;;2;min10db;0;
1984;wiel;diel_1.wav;1;Target-only;4 words;schuik.wav;diel_2.wav;trauster.wav;pozaat.wav;;;2;min10db;0;
1985;rok;ror_1.wav;1;Target-only;4 words;schir.wav;ror_2.wav;nekla.wav;draxtor.wav;;;2;min10db;0;
1986;vos;ves_1.wav;1;Target-only;4 words;almak.wav;ves_2.wav;calg.wav;ijnhooid.wav;;;2;min10db;0;
1987;spin;klin_1.wav;1;Target-only;4 words;heut.wav;klin_2.wav;beno.wav;pommoon.wav;;;2;min10db;0;
1988;harp;harf_1.wav;1;Target-only;4 words;tenreel.wav;raardkust.wav;harf_2.wav;gaak.wav;;;3;min10db;0;
1989;zwaan;praan_1.wav;1;Target-only;4 words;mork.wav;siekoed.wav;praan_2.wav;beerban.wav;;;3;min10db;0;
1990;geit;deit_1.wav;1;Target-only;4 words;plaai.wav;remel.wav;deit_2.wav;bageen.wav;;;3;min10db;0;
1991;tak;tek_1.wav;1;Target-only;4 words;zweeger.wav;olker.wav;tek_2.wav;kig.wav;;;3;min10db;0;
1992;worst;porst_1.wav;1;Target-only;4 words;cofo.wav;gruin.wav;porst_2.wav;petloog.wav;;;3;min10db;0;
1993;eend;oend_1.wav;1;Target-only;4 words;fonguin.wav;laaps.wav;oend_2.wav;spunel.wav;;;3;min10db;0;
1994;bijl;lijl_1.wav;1;Target-only;4 words;schifthad.wav;garlon.wav;lijl_2.wav;dreel.wav;;;3;min10db;0;
1995;pan;nan_1.wav;1;Target-only;4 words;susraan.wav;breen.wav;nan_2.wav;eekhaaid.wav;;;3;min10db;0;
1996;haai;hoei_1.wav;1;Target-only;4 words;jerg.wav;cigroon.wav;hoei_2.wav;lordel.wav;;;3;min10db;0;
1997;peer;reer_1.wav;1;Target-only;5 words;omvost.wav;reer_2.wav;drits.wav;bilwoon.wav;pild.wav;;2;min10db;0;
1998;duim;tuim_1.wav;1;Target-only;5 words;drander.wav;tuim_2.wav;laber.wav;kloes.wav;zuin.wav;;2;min10db;0;
1999;helm;hern_1.wav;1;Target-only;5 words;delk.wav;hern_2.wav;wazon.wav;tuip.wav;veser.wav;;2;min10db;0;
2000;muis;muin_1.wav;1;Target-only;5 words;blan.wav;muin_2.wav;wemp.wav;euzer.wav;knekgel.wav;;2;min10db;0;
2001;baard;baaks_1.wav;1;Target-only;5 words;sinier.wav;baaks_2.wav;ern.wav;has.wav;zates.wav;;2;min10db;0;
2002;strik;strok_1.wav;1;Target-only;5 words;torlier.wav;geun.wav;strok_2.wav;tarp.wav;furilt.wav;;3;min10db;0;
2003;clown;cloys_1.wav;1;Target-only;5 words;popfouk.wav;lauk.wav;cloys_2.wav;leuder.wav;belp.wav;;3;min10db;0;
2004;haak;hijk_1.wav;1;Target-only;5 words;mozing.wav;ammel.wav;hijk_2.wav;vap.wav;riel.wav;;3;min10db;0;
2005;spook;spuik_1.wav;1;Target-only;5 words;gerf.wav;taud.wav;spuik_2.wav;gideer.wav;lobat.wav;;3;min10db;0;
2006;pet;tet_1.wav;1;Target-only;5 words;kleuk.wav;kiazont.wav;tet_2.wav;schrins.wav;tiaka.wav;;3;min10db;0;
2007;das;dap_1.wav;1;Target-only;5 words;cowtou.wav;kest.wav;dap_2.wav;poeger.wav;wos.wav;;3;min10db;0;
2008;slak;slas_1.wav;1;Target-only;5 words;laanzan.wav;halg.wav;jirsel.wav;slas_2.wav;goe.wav;;4;min10db;0;
2009;schoen;schien_1.wav;1;Target-only;5 words;spraf.wav;blamsem.wav;pandanst.wav;schien_2.wav;hon.wav;;4;min10db;0;
2010;bloem;blijm_1.wav;1;Target-only;5 words;bramp.wav;stenk.wav;zwesbag.wav;blijm_2.wav;schekder.wav;;4;min10db;0;
2011;ton;mon_1.wav;1;Target-only;5 words;speemel.wav;schrag.wav;kopeen.wav;mon_2.wav;spaaf.wav;;4;min10db;0;
2012;pijp;puip_1.wav;1;Target-only;5 words;hir.wav;dotting.wav;wams.wav;puip_2.wav;garsen.wav;;4;min10db;0;
2013;kroon;broon_1.wav;1;Target-only;5 words;warker.wav;lepen.wav;pluif.wav;broon_2.wav;pir.wav;;4;min10db;0;
2014;uil;ool_1.wav;1;Target-only;6 words;opwijp.wav;ool_2.wav;zoeg.wav;afschoek.wav;bezwop.wav;kra.wav;2;min10db;0;
2015;leeuw;heeuw_1.wav;1;Target-only;6 words;ginler.wav;heeuw_2.wav;palk.wav;sallaat.wav;gilp.wav;gesaar.wav;2;min10db;0;
2016;draak;praak_1.wav;1;Target-only;6 words;kilk.wav;praak_2.wav;dienel.wav;scheus.wav;hoonpoed.wav;zalgens.wav;2;min10db;0;
2017;vlag;knag_1.wav;1;Target-only;6 words;spoutel.wav;knag_2.wav;teul.wav;rusjen.wav;pacel.wav;pleig.wav;2;min10db;0;
2018;zaag;gaag_1.wav;1;Target-only;6 words;dreu.wav;goelroop.wav;gaag_2.wav;bip.wav;oekheid.wav;mechter.wav;3;min10db;0;
2019;koe;kie _1.wav;1;Target-only;6 words;mastool.wav;smees.wav;kie_2.wav;muipje.wav;aankol.wav;sma.wav;3;min10db;0;
2020;tank;pank_1.wav;1;Target-only;6 words;alktoord.wav;bawo.wav;pank_2.wav;gam.wav;kel.wav;loofteed.wav;3;min10db;0;
2021;kruis;fluis_1.wav;1;Target-only;6 words;viet.wav;knaf.wav;fluis_2.wav;eidind.wav;gruton.wav;goeling.wav;3;min10db;0;
2022;slang;krang_1.wav;1;Target-only;6 words;sproor.wav;dapter.wav;koomlan.wav;krang_2.wav;goem.wav;afschaag.wav;4;min10db;0;
2023;fiets;fuits_1.wav;1;Target-only;6 words;klork.wav;oorwag.wav;klies.wav;fuits_2.wav;pernoen.wav;voorboons.wav;4;min10db;0;
2024;plein;ploen_1.wav;1;Target-only;6 words;roekwom.wav;hoel.wav;inbods.wav;ploen_2.wav;gik.wav;kievaar.wav;4;min10db;0;
2025;kaas;kaat_1.wav;1;Target-only;6 words;menk.wav;waalteed.wav;voorboorn.wav;kaat_2.wav;mouning.wav;deu.wav;4;min10db;0;
2026;tol;gol_1.wav;1;Target-only;6 words;wodel.wav;glimlilg.wav;wuisderf.wav;hoot.wav;gol_2.wav;blenk.wav;5;min10db;0;
2027;bril;slil_1.wav;1;Target-only;6 words;oorgeek.wav;agbies.wav;blijn.wav;paldij.wav;slil_2.wav;loe.wav;5;min10db;0;
2028;oor;oop_1.wav;1;Target-only;6 words;roord.wav;korg.wav;boodsprop.wav;woettaan.wav;oop_2.wav;klungan.wav;5;min10db;0;
2029;touw;tomp_1.wav;1;Target-only;6 words;oormoel.wav;karp.wav;retnin.wav;alveid.wav;tomp_2.wav;penk.wav;5;min10db;0;
2030;heks;hoks_1.wav;1;Target-only;6 words;schieling.wav;sprork.wav;baarwuig.wav;tat.wav;hoks_2.wav;loevas.wav;5;min10db;0;
2031;bord;bops_1.wav;1;Target+Foil;3 words;bolgwap.wav;bops_2.wav;ziep.wav;;;;2;min10db;1;
2032;aap;ijp_1.wav;1;Target+Foil;3 words;ijnrorf.wav;ijp_2.wav;wuis.wav;;;;2;min10db;1;
2033;vlieg;vloeg_1.wav;1;Target+Foil;3 words;vloefpaak.wav;vloeg_2.wav;halp.wav;;;;2;min10db;1;
2034;kast;kang_1.wav;1;Target+Foil;3 words;kachboop.wav;kang_2.wav;vars.wav;;;;2;min10db;1;
2035;brug;tuch_1.wav;1;Target+Foil;3 words;tungbog.wav;tuch_2.wav;wag.wav;;;;2;min10db;1;
2036;fles;knes_1.wav;1;Target+Foil;3 words;knerwolp.wav;knes_2.wav;gops.wav;;;;2;min10db;1;
2037;mes;mas_1.wav;1;Target+Foil;3 words;marmon.wav;mas_2.wav;niel.wav;;;;2;min10db;1;
2038;jas;nas_1.wav;1;Target+Foil;3 words;nafpes.wav;nas_2.wav;roor.wav;;;;2;min10db;1;
2039;vis;jis_1.wav;1;Target+Foil;3 words;jilgruik.wav;jis_2.wav;remp.wav;;;;2;min10db;1;
2040;voet;vuit_1.wav;1;Target+Foil;3 words;vuikschoop.wav;vuit_2.wav;naf.wav;;;;2;min10db;1;
2041;stoel;stuil_1.wav;1;Target+Foil;3 words;stuindreek.wav;stuil_2.wav;keis.wav;;;;2;min10db;1;
2042;bom;rom_1.wav;1;Target+Foil;3 words;rofreun.wav;rom_2.wav;zamp.wav;;;;2;min10db;1;
2043;boom;baam_1.wav;1;Target+Foil;3 words;baagfolp.wav;baam_2.wav;stid.wav;;;;2;min10db;1;
2044;trap;zwap_1.wav;1;Target+Foil;3 words;zwantaar.wav;zwap_2.wav;heern.wav;;;;2;min10db;1;
2045;ring;ling_1.wav;1;Target+Foil;3 words;lixkroei.wav;ling_2.wav;daul.wav;;;;2;min10db;1;
2046;dak;nak_1.wav;1;Target+Foil;3 words;napbeig.wav;nak_2.wav;mel.wav;;;;2;min10db;1;
2047;glas;sjas_1.wav;1;Target+Foil;3 words;sjatmeep.wav;sjas_2.wav;voen.wav;;;;2;min10db;1;
2048;bus;bru_1.wav;1;Target+Foil;3 words;brozil.wav;bru_2.wav;zek.wav;;;;2;min10db;1;
2049;taart;toort_1.wav;1;Target+Foil;4 words;toolgmong.wav;toort_2.wav;veepsel.wav;sies.wav;;;2;min10db;1;
2050;muur;scru_1.wav;1;Target+Foil;4 words;scriraal.wav;scru_2.wav;boekon.wav;oes.wav;;;2;min10db;1;
2051;broek;groek_1.wav;1;Target+Foil;4 words;groedmiel.wav;groek_2.wav;voorwoer.wav;ses.wav;;;2;min10db;1;
2052;oog;ood_1.wav;1;Target+Foil;4 words;ooptaag.wav;ood_2.wav;vernee.wav;krel.wav;;;2;min10db;1;
2053;brood;bried_1.wav;1;Target+Foil;4 words;snes.wav;briepkimp.wav;bried_2.wav;jutleen.wav;;;3;min10db;2;
2054;zon;erm_1.wav;1;Target+Foil;4 words;kangoer.wav;elgpaun.wav;erm_2.wav;mip.wav;;;3;min10db;2;
2055;neus;kels_1.wav;1;Target+Foil;4 words;uitvong.wav;kerplem.wav;kels_2.wav;pans.wav;;;3;min10db;2;
